1.403636018968215815e+01,-8.748369226226023443e+01,7.892970354740966421e+00
1.854834274448610287e+01,-1.575773706386217299e+01,1.159378106539072917e+01
5.520077628827558591e+00,1.216747058773951062e+00,9.945900615018397062e-01
3.446718008770985620e+01,-6.704933591825232497e+01,2.965984372899069399e+01
4.043896898751690117e+01,3.594050733401335407e+01,1.945741544034232717e+01
4.207314228423025781e+01,-6.266120351736162775e+00,9.165297094274036382e-01
1.884379281483620261e+01,8.510691138834038938e+00,1.700371268652296308e+01
6.501641450080066420e+01,-2.184437872578712359e+01,2.153234738633058853e+01
-3.532810962065281757e+01,-4.616583021376699492e+01,2.949737177997531390e+01
4.423850637372499506e+00,2.450517332784893654e+01,-1.931929461320616781e+01
-4.519577610272859758e+00,-5.080026325403156129e+00,-4.312560612269563620e+01
4.908952931431697664e+01,-3.642714749305483224e+01,3.537516287899740774e+01
-2.686919972454017014e+01,-5.090707964548047215e+01,4.619382838885010756e+01
-2.850060411336515642e+01,-2.887916379511650078e+01,-3.523576609916251545e+00
8.497297086231755614e+00,8.284326471665596614e+01,-3.611596769560011300e+00
-8.492878611197686212e+01,2.305857045961586138e+01,-5.384772321260325789e+00
9.188394647515092828e+00,1.002887786869936804e+02,7.385817281086420216e+00
-6.611916213557215372e+01,4.005006942317073992e+00,-3.163161351633965523e+01
-1.563459219264689670e+00,5.029552603292317770e+01,-1.388117820453733842e+01
2.260025422136431672e+01,8.863356629012000099e+01,-3.111149098203876306e+01
7.523708810053919649e+01,3.369653473002271937e+01,-4.036628212116252712e+01
2.783478174380610959e+00,-7.403284444402036968e+01,2.611284121367943101e+01
2.226717210922064538e+01,2.987518620052925300e+01,-5.453126498743801420e+01
2.773477848380318633e+01,1.058733704088571557e+02,-3.010713975362752848e+01
4.088846472948076638e+01,1.023263318066668859e+01,-4.270145084291189619e+01
2.389067285351925563e+01,5.166681128388801447e+00,-5.637046072080134707e+01
-1.199302971104656734e+02,4.509862890642115474e+01,8.114171334905984523e+00
-8.341073911351182701e+00,4.325016087973385659e+00,-1.873284063018609658e+01
5.312610748733398935e+01,-1.041753372006106986e+02,2.911751417912025985e+01
-1.231843885314689118e+02,-4.476441498985152379e+01,5.807720054249850961e+01
8.975862299288596802e+00,-1.604821781169883721e+00,-3.456474238986859149e+01
-3.209409500574551544e+01,1.912627707881818822e+02,-8.866857458622718013e+01
2.038971583707774871e-01,1.234233203582967349e+02,-2.545293030461670014e+01
1.403191298348350990e+01,4.782539656276658491e+01,-7.237654820478080353e+01
-9.601743278615857946e+01,9.154798113694678108e+00,-9.627543563083146694e+01
-8.155998217510999382e+01,4.865169136139502370e+01,-9.458589898257548612e+01
-4.104876794022103326e+01,-1.951535218326165193e+02,2.819010029583769779e+02
8.532332153701992183e+01,-6.825626871223821013e+01,-1.458255608165441686e+02
1.792797434771796077e+02,1.901949956078324817e+02,-3.468962986918754723e+02
-1.233735612246168216e+02,-1.607973453354176030e+01,6.569043463869768118e+01
7.338384780686109821e+01,5.092992281614298378e+01,2.790307212580188434e+02
1.294673677897306874e+01,-2.098387515661488578e+02,1.490460896663333301e+02
